ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
422079,Banjara Hills,Hyderabad,Momos Momos,220,2.9,80,Fast Food,Banjara Hills,75
423195,Banjara Hills,Hyderabad,Meals101,350,4,100,"Chinese,North Indian,Desserts,Beverages",Banjara Hills,52
423202,Kothapet & Dilsukhnagar,Hyderabad,Millet Express,200,4.2,1000,Healthy Food  South Indian,Kothapet & Dilsukhnagar,54
423285,Himayath Nagar,Hyderabad,The Shawarma Daddy,150,2.2,50,"Arabian,Continental,Snacks",Himayath Nagar,44
423514,Santosh Nagar,Hyderabad,Oven Story Pizza,600,4.3,100,Pizzas,Santosh Nagar,66
423548,Ameerpet,Hyderabad,Hans Kitchen,350,2.9,80,Chinese  North Indian,Ameerpet,73
423689,Asif Nagar,Hyderabad,Falak Restaurant And Banquet Hall,250,2.9,80,"Biryani,Chinese,Mughlai",Asif Nagar,49
424874,Himayath Nagar,Hyderabad,Star Santosh Dhaba,300,3.4,20,"North Indian,Biryani,Chinese,Indian,Tandoor",Himayath Nagar,32
427121,Himayath Nagar,Hyderabad,Panda Momos,250,2.9,80,Chinese,Himayath Nagar,39
427471,Padmarao Nagar,Hyderabad,Oh My Shawarma,300,4.3,20,Indian,Padmaraonagar,55
427662,Kothapet & Dilsukhnagar,Hyderabad,Madhouse Pizzas And Thichshakes,300,2.9,80,"Beverages,Juices,Salads",Kothapet & Dilsukhnagar,52
428247,Hyderabad,Hyderabad,Saapaatu,250,2.9,80,"South Indian,Indian",Himayath Nagar,34
428704,Kothapet & Dilsukhnagar,Hyderabad,As Bakers,1400,2.9,80,"Bakery,Desserts",Kothapet & Dilsukhnagar,69
429037,Kothapet & Dilsukhnagar,Hyderabad,Shri Santosh Family Dhaba,300,3.9,500,"North Indian,Chinese,Biryani",Kothapet & Dilsukhnagar,60
429087,Himayath Nagar,Hyderabad,Balaji Family Dhaba,350,3.4,50,Indian  Chinese,Himayath Nagar,46
429205,Banjara Hills,Hyderabad,Kaati Zone Rolls And Wraps,200,4.3,50,Fast Food  Beverages,Banjara Hills,66
429206,Banjara Hills,Hyderabad,Burger It Up,200,4,50,"American,Continental,Beverages,Desserts,Fast Food",Banjara Hills,68
429207,Banjara Hills,Hyderabad,Kouzina Kafe -The Food Court,200,4.2,50,"Bakery,Ice Cream,Desserts,Beverages,American,Fast Food",Banjara Hills,65
429228,Himayath Nagar,Hyderabad,Shawarma House,200,2.9,80,"Arabian,Snacks",Himayath Nagar,33
429384,Nallakunta & Vidyanagar,Hyderabad,Chichore Cafe,600,2.9,80,Italian  Beverages,Nallakunta & Vidyanagar,51
429719,Tarnaka  Nacharam & Malkajigiri,Hyderabad,House Of Biryani,350,2.9,80,Indian  Biryani,Tarnaka  Nacharam & Malkajigiri,72
429806,Nallakunta & Vidyanagar,Hyderabad,Cranky Fried Chicken,300,2.9,80,"Pizzas,Combo,Beverages",Nallakunta & Vidyanagar,42
429817,Nallakunta & Vidyanagar,Hyderabad,Thin Wrap Pizza Co,400,2.9,80,Pizzas,Nallakunta & Vidyanagar,43
429823,Nallakunta & Vidyanagar,Hyderabad,The Cheese Lovers,280,2.9,80,"Pizzas,Beverages,Fast Food",Nallakunta & Vidyanagar,43
429844,Nallakunta & Vidyanagar,Hyderabad,Makhani Pizzeria,450,2.9,80,Pizzas,Nallakunta & Vidyanagar,40
430996,Mehdipatnam,Hyderabad,Walima Ki Dawat,700,2.9,80,"Biryani,Hyderabadi,Mughlai",Mehdipatnam,61
431014,Kothapet & Dilsukhnagar,Hyderabad,Czars Pizza,400,2.9,80,"Italian,Beverages,Pizzas,Snacks",Kothapet & Dilsukhnagar,55
431055,Nallakunta & Vidyanagar,Hyderabad,Momos And Pizza Hub,400,2.9,80,"Pizzas,Fast Food,Chinese",Nallakunta & Vidyanagar,44
431315,Santoshnagar & Saidabad,Hyderabad,Brista Restaurant,350,3.8,100,"Biryani,North Indian,Beverages,Desserts,Chinese",Santoshnagar & Saidabad,50
431508,Charminar,Hyderabad,A1 Fast Food And Nahari Centre,150,2.9,80,"Indian,Biryani,Chinese",Charminar,58
431828,Tarnaka Nacharam & Malkajigiri,Hyderabad,Soul Kitchen,500,4.1,50,Chinese,Tarnaka Nacharam & Malkajigiri,71
431977,Nallakunta & Vidyanagar,Hyderabad,Dads Kitchen,400,2.9,80,Chinese,Nallakunta & Vidyanagar,40
432009,Somajiguda & Khairtabad,Hyderabad,Baker'S Valley Cake House,250,2.9,80,"Pizzas,Fast Food",Somajiguda & Khairtabad,46
432286,Banjara Hills,Hyderabad,Diamond Bakery,350,2.9,80,Pizzas  Bakery,Banjara Hills,34
433062,Kharkhana & Trimulgherry,Hyderabad,Balaji Tiffins,150,4.1,20,South Indian,Kharkhana & Trimulgherry,71
434070,Vanasthalipuram,Hyderabad,Subbayya Gari Hotel,250,3.9,500,South Indian,Vanasthalipuram,68
434098,Kothapet & Dilsukhnagar,Hyderabad,Spice 9 Restaurants,300,3.8,50,"Biryani,North Indian,Indian",Kothapet & Dilsukhnagar,50
434563,Kothapet & Dilsukhnagar,Hyderabad,Santrupti Restaurant,400,2.9,80,"South Indian,North Indian,Biryani",Kothapet & Dilsukhnagar,68
435208,Kothapet & Dilsukhnagar,Hyderabad,Madhuban Grand,350,3.7,20,"North Indian,Chinese,Biryani,Snacks,Fast Food,Indian,Seafood",Kothapet & Dilsukhnagar,51
435426,Nallakunta & Vidyanagar,Hyderabad,Go Fresh The Pizza House,300,4.2,20,"Italian,Pizzas,Fast Food",Nallakunta & Vidyanagar,43
435472,Nallakunta & Vidyanagar,Hyderabad,Abu Shawarmas,200,4.2,20,"Arabian,Lebanese",Nallakunta & Vidyanagar,45
435748,Banjara Hills,Hyderabad,Haji Ali Fresh Fruit Juices,200,4.2,50,Beverages  Ice Cream  Fast Food,Banjara Hills,69
435979,Jubilee Hills,Hyderabad,Nue Cafe,800,3.9,20,"Pastas,Snacks,Salads,Juices,Sweets,Bakery,Beverages,Continental,Italian",Jubilee Hills,73
436226,Tolichowki,Hyderabad,Abu Faisal Restaurant Arabian Food,600,2.9,80,"Indian,Desserts",Tolichowki,72
436518,Nallakunta & Vidyanagar,Hyderabad,Rhm Bakers,199,2.9,80,Bakery  Pizzas  Fast Food  Beverages,Nallakunta & Vidyanagar,54
436531,Himayath Nagar,Hyderabad,Southern Flavours,350,4.1,20,"South Indian,Beverages,Indian",Himayath Nagar,41
437283,Nallakunta & Vidyanagar,Hyderabad,Arbab Kitchen,280,2.9,80,"Biryani,Chinese,Seafood",Nallakunta & Vidyanagar,45
437299,Nallakunta & Vidyanagar,Hyderabad,Biryani Trip,350,4.4,50,Biryani,Nallakunta & Vidyanagar,39
437300,Nallakunta & Vidyanagar,Hyderabad,Paratha Envy,280,2.9,80,North Indian,Nallakunta & Vidyanagar,40
437304,Nallakunta & Vidyanagar,Hyderabad,Snack House,180,4.9,20,"Fast Food,Snacks",Nallakunta & Vidyanagar,39
437311,Nallakunta & Vidyanagar,Hyderabad,Momo Monk,180,2.9,80,"Chinese,Snacks",Nallakunta & Vidyanagar,39
437438,Himayath Nagar,Hyderabad,H.S.Kitchens Chilli And Garlic,300,2.9,80,Fast Food  Desserts,Himayath Nagar,45
437557,Charminar,Hyderabad,Feel In Saudia,200,2.9,80,"Beverages,Indian,Lebanese",Charminar,55
437688,Secunderabad,Hyderabad,Grab A Bowl,200,2.9,80,North Indian  South Indian  Healthy Food  Juices,Secunderabad,74
438064,Tolichowki,Hyderabad,Treat On The Street,250,2.9,80,"Pizzas,Fast Food,Pastas,Snacks,Italian,Desserts,North Indian,Indian",Tolichowki,75
438413,Banjara Hills,Hyderabad,Shahi Mandi,350,2.9,80,Indian,Banjara Hills,39
438481,Himayath Nagar,Hyderabad,Qaffeine Coffee By Ohri'S,400,4.3,20,"Beverages,Desserts,Snacks",Himayath Nagar,40
438489,Uppal,Hyderabad,Smoothie Bar,300,2.9,80,Beverages,Uppal,64
438631,Uppal,Hyderabad,Homelyfit,300,2.9,80,Healthy Food  Continental  Indian  Chinese,Uppal,66
438779,Tolichowki,Hyderabad,Khiljis Castle,250,2.9,80,"Arabian,Snacks,Fast Food",Tolichowki,78
439357,Secunderabad,Hyderabad,Snack Sutra,200,2.9,80,Fast Food  Snacks  Beverages,Secunderabad,79
439476,Nallakunta & Vidyanagar,Hyderabad,Hyderabadish,300,4.2,20,"Indian,Biryani,Kebabs",Kavadiguda,45
439603,Uppal,Hyderabad,Biryani Zone,280,2.9,80,"Biryani,Chinese,Indian,Snacks,Arabian,Combo",Uppal,69
439660,Kothapet & Dilsukhnagar,Hyderabad,Ys Mandi,400,2.9,80,"Arabian,Kebabs,Biryani",Kothapet & Dilsukhnagar,44
439720,Charminar,Hyderabad,Eat N Treat,250,2.9,80,Sweets,Charminar,45
439965,Banjara Hills,Hyderabad,Bistro Bites,350,2.9,80,"Fast Food,Pizzas,American",Banjara Hills,52
440405,Uppal,Hyderabad,The Sandwich Box,300,2.9,80,"Continental,Snacks",Uppal,69
440721,Uppal,Hyderabad,Kfc Krishna Food Court,180,2.9,80,"Indian,Chinese",Uppal,50
441004,Kothapet,Hyderabad,Eatfit,270,4,100,"Healthy Food,Pizzas,North Indian,Thalis,Biryani",Beside Metro Station,57
441038,Mehdipatnam,Hyderabad,Labaan Bakers And Dairy,300,2.9,80,"Italian,Bakery",Mehdipatnam,61
441042,Himayath Nagar,Hyderabad,New Royal Kitchen,200,2.9,80,Italian  Beverages,Himayath Nagar,46
441172,Himayath Nagar,Hyderabad,Virat Kitchen,300,2.9,80,North Indian  Chinese  Tandoor  Sweets  Beverages,Knowledge Park,51
441784,Himayath Nagar,Hyderabad,Sobremesa - Cakes And Desserts,300,4.3,20,"Bakery,Desserts",Himayath Nagar,45
441870,Himayath Nagar,Hyderabad,Wallonia Waffle Co.,300,5,20,Desserts,Himayath Nagar,45
442021,Himayath Nagar,Hyderabad,Splurge - Thickshakes And Milkshakes,300,5,20,Desserts  Ice Cream  Beverages,Himayath Nagar,45
442023,Himayath Nagar,Hyderabad,The Liege Waffles,300,5,20,Desserts  Bakery,Himayath Nagar,45
442044,Vanasthalipuram,Hyderabad,The Manufactory Shakes,200,2.9,80,Beverages,Vanasthalipuram,69
442290,Uppal,Hyderabad,Shamaa Hotel,300,3.8,20,"Indian,North Indian,Chinese,Seafood,Biryani,Tandoor,Ice Cream",Uppal,73
442503,Himayath Nagar,Hyderabad,Gourmet Gully,600,2.9,80,"Continental,Salads,Pizzas,Pastas,Italian-American",Himayath Nagar,38
442864,Nallakunta & Vidyanagar,Hyderabad,Tejus Friends Kitchen,200,2.9,80,Indian  Chinese,Nallakunta & Vidyanagar,42
442889,Himayath Nagar,Hyderabad,The Dessert Bakers,200,4.5,20,Bakery  Desserts  Snacks,Himayath Nagar,35
443002,Kothapet & Dilsukhnagar,Hyderabad,Rahmania Chat Corner,200,2.9,80,"Indian,Street Food",Kothapet & Dilsukhnagar,49
443057,Santoshnagar & Saidabad,Hyderabad,Pista House Bakery,200,3.9,500,"Italian,Ice Cream,Beverages,Fast Food,Continental",Santoshnagar & Saidabad,50
443068,Kothapet & Dilsukhnagar,Hyderabad,Chitti In Town Robot Restaurant,250,2.9,80,"Indian,Chinese,Tandoor,Seafood",Kothapet & Dilsukhnagar,61
443102,Kothapet & Dilsukhnagar,Hyderabad,Fries.Com,300,2.9,80,"Chinese,Bakery,Beverages",Kothapet & Dilsukhnagar,68
443155,Kothapet & Dilsukhnagar,Hyderabad,A M Shah Haleem,500,2.9,80,Indian,Kothapet & Dilsukhnagar,33
443235,Kothapet & Dilsukhnagar,Hyderabad,Sri Raghavendra Tiffins & Meals,280,2.9,80,South Indian,Kothapet & Dilsukhnagar,48
443564,Banjara Hills,Hyderabad,Mendys Panipuri,300,2.9,80,"Street Food,Chaat",Banjara Hills,69
443578,Santoshnagar & Saidabad,Hyderabad,Foodiez Hub,140,2.9,80,"Chinese,Indian",Santoshnagar & Saidabad,35
443815,Kothapet & Dilsukhnagar,Hyderabad,Habibi Hungry,200,4.6,50,"Arabian,Fast Food",Kothapet & Dilsukhnagar,40
443826,Banjara Hills,Hyderabad,Chulha Chowki,350,2.9,80,"Indian,Chinese,Kebabs,Tandoor,Biryani,Snacks,Beverages,Desserts,Arabian",Banjara Hills,55
443929,Himayath Nagar,Hyderabad,Delite Pizza And Shakes,200,2.9,80,"Pizzas,Beverages",Himayath Nagar,52
443995,Nallakunta & Vidyanagar,Hyderabad,Al Ibrahim Hotel,250,4.2,100,Biryani,Nallakunta & Vidyanagar,42
444253,Ameerpet,Hyderabad,Sricanth Dhaba,280,3.2,20,Indian  Chinese,Ameerpet,69
444359,Hyderguda Old Mla Home,Hyderabad,American Bakers Bakers & Confectioners,250,2.9,80,Fast Food,Hyderguda,36
445639,Kothapet & Dilsukhnagar,Hyderabad,Hunger'S Hub Fastfood,250,2.9,80,"Chinese,Bakery,Fast Food",Kothapet & Dilsukhnagar,38
445869,Uppal,Hyderabad,Pista House Restaurant,400,4,500,"Biryani,Chinese,Tandoor,Ice Cream,Beverages",Uppal,64
446064,Himayath Nagar,Hyderabad,Hotel City Point,200,2.9,80,"Chinese,Indian",Himayath Nagar,35
446178,Nallakunta & Vidyanagar,Hyderabad,Wow! Samosa,105,2.9,80,Snacks,Nallakunta & Vidyanagar,36
446189,Kothapet & Dilsukhnagar,Hyderabad,Sobremesa - Cakes And Dessets,300,4.4,20,Bakery  Desserts,Kothapet & Dilsukhnagar,74
446585,Uppal,Hyderabad,Pista House Bakery,200,4,500,"Pizzas,Salads",Uppal,63
446654,Himayath Nagar,Hyderabad,Monster Pizza,140,2.9,80,Pizzas,Himayath Nagar,35
446670,Uppal,Hyderabad,Pista House Tea,100,4.2,50,Beverages,Uppal,63
446983,Himayath Nagar,Hyderabad,The Tea Planet  Kachiguda,200,2.9,80,"Beverages,Snacks",Himayath Nagar,31
447343,Ashok Nagar,Hyderabad,C Kitchen,250,2.9,80,Chinese,Ashok Nagar,40
447904,Nallakunta & Vidyanagar,Hyderabad,Vaishu'S Kitchen,300,2.9,80,"Biryani,Chinese",Nallakunta & Vidyanagar,48
448270,Charminar,Hyderabad,Msa Juices Shawarma Fruits,200,2.9,80,"Beverages,Juices,Indian",Charminar,46
448442,Himayath Nagar,Hyderabad,Golden Bistro,250,2.9,80,"Chinese,Fast Food",Himayath Nagar,40
448830,Banjara Hills,Hyderabad,Filful Shawarma,250,2.9,80,"Snacks,Lebanese",Banjara Hills,78
448834,Tarnaka  Nacharam & Malkajigiri,Hyderabad,Manus Kitchen Tiffins,500,4,20,South Indian  Combo  Sweets,Tarnaka  Nacharam & Malkajigiri,69
448909,Himayath Nagar,Hyderabad,Zorro - Milkshakes And Thickshakes,300,5,20,Beverages,Himayath Nagar,46
449427,Kothapet & Dilsukhnagar,Hyderabad,Bhaijaan'S Avenue,280,2.9,80,"North Indian,Seafood,Indian",Kothapet & Dilsukhnagar,32
449569,Charminar,Hyderabad,Bilaad Eatery,275,2.9,80,Pizzas,Charminar,53
450110,Kothapet & Dilsukhnagar,Hyderabad,Grillistan,300,2.9,80,"Arabian,Fast Food,Pizzas,Snacks,Beverages",Kothapet & Dilsukhnagar,39
450588,Himayath Nagar,Hyderabad,Norfest - The Dhaba,250,4.2,50,Indian,Himayath Nagar,35
450654,Charminar,Hyderabad,Pista House Bakery Kotla,200,4.3,100,"Fast Food,Continental,Pizzas,Snacks",Charminar,46
450868,Nallakunta & Vidyanagar,Hyderabad,All About Garlic Bread,300,2.9,80,Fast Food,Nallakunta & Vidyanagar,43
450935, Begumpet,Hyderabad,The Hide Away Cafe,480,2.9,80,Chinese,Begumpet,67
451194,Kothapet & Dilsukhnagar,Hyderabad,Al-Madina Chinese Fast Food And Arabian Shawarma,300,2.9,80,Chinese,Kothapet & Dilsukhnagar,32
451543,Nallakunta & Vidyanagar,Hyderabad,Brook Bite Brownie,200,2.9,80,Desserts,Nallakunta & Vidyanagar,44
451612,Tarnaka  Nacharam & Malkajigiri,Hyderabad,Yummy And Cakes Fast Food,200,2.9,80,Bakery  Snacks,Tarnaka  Nacharam & Malkajigiri,71
452070,Kothapet & Dilsukhnagar,Hyderabad,Military Xpress,300,2.9,80,South Indian,Kothapet & Dilsukhnagar,73
452178,Himayath Nagar,Hyderabad,Jaihind Biryani (No Halal),400,2.9,80,Indian,Himayath Nagar,36
452374,Himayath Nagar,Hyderabad,Dharu Snacks,350,2.9,80,"Indian,Combo",Himayath Nagar,34
452599,Himayath Nagar,Hyderabad,Bhagyalaxmi Dhaba,250,2.9,80,Indian  Chinese  Combo,Himayath Nagar,36
452730,Banjarahills,Hyderabad,Grand Chicken Haleem,150,2.9,80,Hyderabadi,Red Hills,46
452752,Kothapet & Dilsukhnagar,Hyderabad,Vaishnavi Tiffins Meals Fast Food,360,2.9,80,Chinese,Kothapet & Dilsukhnagar,49
452843,Ameerpet,Hyderabad,Raagam Foods,300,2.9,80,Biryani,Ameerpet,73
452847,Ameerpet,Hyderabad,Sonu De Snacks,150,2.9,80,Pizzas  North Indian  Fast Food,Ameerpet,77
452853,Banjara Hills,Hyderabad,Bijing Chef,180,2.9,80,Chinese,Banjara Hills,57
452858,Kothapet & Dilsukhnagar,Hyderabad,Mana Inti Ruchulu,200,2.9,80,Indian,Kothapet & Dilsukhnagar,56
453201,Tarnaka  Nacharam & Malkajigiri,Hyderabad,Sm Cake O Clock Bakers,400,2.9,80,Bakery  Fast Food,Tarnaka  Nacharam & Malkajigiri,70
453346,Mehdipatnam,Hyderabad,Food Planet Restaurant,200,2.9,80,"Chinese,North Indian",Mehdipatnam,49
454099,Ameerpet,Hyderabad,The Tim Cafe,200,2.9,80,Snacks  Mexican  Pizzas  Italian,Ameerpet,74
454101,Nallakunta & Vidyanagar,Hyderabad,Food Studio,220,2.9,80,"Indian,Chinese,Arabian,Fast Food",Nallakunta & Vidyanagar,62
454179,Santoshnagar & Saidabad,Hyderabad,Saleem Phekus,250,2.9,80,"Chinese,Snacks",Santoshnagar & Saidabad,37
454548,Santoshnagar & Saidabad,Hyderabad,Ms Crunchy Bites,200,2.9,80,"Pizzas,Fast Food,Beverages",Santoshnagar & Saidabad,46
454650,Himayath Nagar,Hyderabad,Awesome Dimsum,600,2.9,80,North Indian,Himayath Nagar,33
455351,Tarnaka Nacharam & Malkajigiri,Hyderabad,Nallibokka Muttonmukka,500,2.9,80,"Indian,Chinese,Biryani",Tarnaka Nacharam & Malkajigiri,67
455895,Charminar,Hyderabad,Gharib Nawaz Fast Food & Biryani,200,2.9,80,"Chinese,Beverages",Charminar,50
456121,Charminar,Hyderabad,Mashallah Bait Al Mandi The Arabian Restaurant,1600,2.9,80,North Indian,Aramghar & Sivarampally,79
456796,Charminar,Hyderabad,A'La Liberty,450,4.3,20,"North Indian,Chinese,Biryani",Charminar,41
456915,Kothapet & Dilsukhnagar,Hyderabad,Aradhya Chinese Fast Food Center,300,2.9,80,Chinese,Kothapet & Dilsukhnagar,61
457069,Himayath Nagar,Hyderabad,Kwality Wall S Frozen Dessert & Ice Cream Shop,200,2.9,80,"Ice Cream,Desserts",Himayath Nagar,36
457870,Uppal,Hyderabad,Saarangi Restaurant,590,2.9,80,South Indian  North Indian,Uppal,65
458110,Banjara Hills,Hyderabad,Punjab National Hotel,800,2.9,80,"Punjabi,North Indian",Banjara Hills,77
458491,Mehdipatnam,Hyderabad,Ajooba Food Court,250,2.9,80,"Chinese,Sweets,Beverages",Mehdipatnam,53
459010,Himayath Nagar,Hyderabad,Look At Me,338,2.9,80,"Pizzas,Snacks,Beverages",Himayath Nagar,33
459098,Uppal,Hyderabad,Taj Bakery,200,2.9,80,Bakery,Uppal,54
460327,Himayath Nagar,Hyderabad,Rayees Shawarma & Momos,200,2.9,80,"Lebanese,Chinese",Himayath Nagar,34
463512,Nallakunta & Vidyanagar,Hyderabad,That Idly Place,150,2.9,80,"South Indian,Indian,Snacks",Nallakunta & Vidyanagar,44
463559,Himayath Nagar,Hyderabad,New Sangam Hotel,230,2.9,80,"North Indian,Indian,Chinese,Snacks",Himayath Nagar,33
463564,Himayath Nagar,Hyderabad,Sandwich Fun,200,2.9,80,"Pizzas,Snacks",Himayath Nagar,39
464989,Himayath Nagar,Hyderabad,Silver Spoon,160,2.9,80,Snacks  Combo,Himayath Nagar,37
1203,Film Nagar,Hyderabad,Little Italy,1200,4.1,100,"Pizzas,Salads,Combo,Italian,Mexican,Desserts,Beverages",Road No 92,71
1697,Punjagutta,Hyderabad,Chutneys,500,4.2,1000,"North Indian,Chinese,South Indian",Road No 3,62
1970,Basheer Bagh,Hyderabad,Cream Stone,350,4.4,1000,"Ice Cream,Desserts,Beverages,Ice Cream Cakes",Liberty Road,27
2085,Himayatnagar,Hyderabad,Dadu'S Mithai Vatika,250,4.4,500,"Sweets,Street Food,Snacks,Chaat,Bakery",Liberty Road,34
2535,Masab Tank,Hyderabad,Agra Sweets Banjara,250,4.3,1000,"Sweets,Desserts,Chaat,Snacks,Beverages",Road No 1,46
3363,Koti,Hyderabad,Sri Narsing Bhelpuri & Juice Centre (Bogulkunta),150,4.2,1000,"Chaat,Italian,Juices",Tilak Road,31
3627,Banjara Hills,Hyderabad,House Of Dosas,200,4.3,500,South Indian,Road No 2,63
3632,Basheer Bagh,Hyderabad,Mai Ki Rasoi,200,4.5,1000,North Indian,Himayathnagar Road,32
3635,Somajiguda,Hyderabad,Ice N Spice (Hotel Inner Circle),450,4.1,20,Indian  Chinese  Tandoor  South Indian,Raj Bhavan Road,55
4179,Ramgopalpet,Hyderabad,Anand Bhavan,150,3.7,100,North Indian  South Indian,Pg Road,59
4769,Begumpet,Hyderabad,Nrs Cafe Nandini,150,4.3,1000,South Indian  Juices  Indian,Begumpet Main Road,65
6581,Somajiguda,Hyderabad,Jai Durga Maa Vaishno Dhabha,150,4.1,100,"Punjabi,North Indian",Somajiguda,55
6927,Koti,Hyderabad,Bombay Juice,200,4.2,500,"Chaat,Chinese,Juices",Sultan Bazar,26
6994,Koti,Hyderabad,Santosh Dhaba Exclusive,300,4.1,1000,"North Indian,Biryani,Chinese,Italian,Mexican,Desserts",Hanuman Tekdi,30
7003,Himayatnagar,Hyderabad,Almond House,800,4.6,500,"Sweets,Desserts,Snacks",Himayath Nagar Road,29
7203,Koti,Hyderabad,Taj Mahal-Abids,300,4.3,1000,"North Indian,Chinese,South Indian",Abids Road,34
7528,New Nallakunta,Hyderabad,Balaji Family Dhaba & Caterers,450,3.9,1000,"North Indian,Chinese",Vegetable Market,33
8593,Koti,Hyderabad,Sri Radhe Chills And Thrills,200,4.2,500,"Italian,Juices,Fast Food",Abids,28
9434,Adarsh Nagar,Hyderabad,Sri Narsing Bhelpuri & Pav Bhaji (Himayathnagar),150,4.1,100,"Chaat,Italian",Hyderabad Nursing Home Lane,35
9848,Ramkote,Hyderabad,Sri Balaji Family Dhaba - Ramkote,200,4.1,1000,"Punjabi,North Indian,Chinese",Tilak Road,26
9966,Toli Chowki,Hyderabad,New Minerva Sweets,250,4.3,1000,"Sweets,Chaat,Desserts",Surya Nagar,62
10070,Basheer Bagh,Hyderabad,Bikanervala,500,4.3,1000,Sweets  North Indian  Chinese  South Indian,Hyderguda - Basheerbagh Road,35
10251,King Koti,Hyderabad,Amay Tiffin Corner (Amul),100,4.1,500,South Indian,Tilak Road,29
10258,Banjara Hills,Hyderabad,Bheemas Grand,150,4.1,1000,South Indian,Road No 10,50
10272,Shivaji Nagar,Hyderabad,Spice Garden (Royal Reve Hotel),600,4.2,100,North Indian  Chinese  Continental,Sd Road,66
10273,Koti,Hyderabad,Scoops,200,4.5,500,"Ice Cream,Desserts,Beverages",Koti Main Road,20
10882,Masab Tank,Hyderabad,Madhur Sweets,250,4.4,1000,"Sweets,Desserts",Humayun Nagar,42
11547,Kachiguda,Hyderabad,Rambharose - Bhattad Ki Idli,150,4.2,1000,South Indian,Kutbi Guda,27
11854,Narayanguda,Hyderabad,Taj Mahal Hotel,300,4.2,1000,"North Indian,Chinese,South Indian,Tandoor",Narayanaguda Main Road,32
14084,Gaddiannaram,Hyderabad,Delicious Dosa,100,4,500,South Indian,P & T Colony X Roads,47
14903,Basheer Bagh,Hyderabad,Rahul Tiffins,150,3.7,100,South Indian,Street No 19,34
15531,Himayatnagar,Hyderabad,Govind Dosa,250,4.3,500,South Indian,Near Brand Factory,33
16158,Koti,Hyderabad,Royal Tiffin Centre,150,3.8,1000,South Indian,Hanuman Tekdi,32
18406,Gudimalkapur,Hyderabad,Sri Balaji Family Dhaba,300,3.9,100,North Indian,Gudi Malkapur,50
18688,Masab Tank,Hyderabad,Fancy Ice Cream,150,3.9,20,Desserts,Vijay Nagar Colony,38
18893,Dilsukhnagar,Hyderabad,Sahadeva Reddy Pure Ghee Sweets,400,4.3,100,Sweets,Dilsukhnagar Main Road,39
20068,Musheerabad,Hyderabad,Hotel Sandarshini,200,4,100,North Indian  Chinese  South Indian,Musheerabad Main Road,36
22948,Basheer Bagh,Hyderabad,Makers Of Milkshakes,260,4.2,100,Beverages  Desserts,King Koti Road,33
22959,Abids,Hyderabad,Hameedi Confectioners,300,4.4,100,Sweets,Aphb Colony,34
22986,Nampally,Hyderabad,Lakshman Ki Bandi,150,4.3,100,South Indian,Ghoshamahal,36
23633,Gaddi Annaram,Hyderabad,Hungry Kya Pet Barlo,300,2.9,80,"Street Food,South Indian",Gaddi Annaram,69
24448,Uppal,Hyderabad,Gayathri Tiffins,200,3.9,100,South Indian,Habsiguda,61
24769,Krishna Nagar Colony,Hyderabad,Sri Raghavendra Udupi Veg,200,4,1000,South Indian,Saroor Nagar Road,55
27693,Khairtabad,Hyderabad,Dwaraka Restaurant,250,4.2,1000,"North Indian,Chinese,South Indian",Opposite Global Hospital,37
28066,Kothapet,Hyderabad,Sivarama Reddy Sweets,500,4.3,100,Sweets,Behind Bus Stop,48
28990,Koti,Hyderabad,Krupa Mess & Tiffins,200,3.6,500,South Indian,Jn Road,39
29247,Kavadiguda,Hyderabad,Aamantran Pure Veg,450,4.2,1000,North Indian  Chinese  South Indian  Jain,Golkonda Cross Road,37
30592,Kachiguda,Hyderabad,Sri Amul Tiffins Centre,200,4.3,20,South Indian,Badi Chowdi,32
32732,Sai Nagar,Hyderabad,Shiva Sai Reddy Sweets & Chat,200,4.4,500,Sweets,Karmanghat Cross Road,60
33427,Karkhana,Hyderabad,Sukha Sagara,250,4.2,1000,South Indian  North Indian  Chinese,Sikh Rd,70
34150,Himayatnagar,Hyderabad,Sri Shagun Mithai Vatika,200,4.3,20,"Desserts,Sweets",Domalguda,34
36039,Chilakalguda,Hyderabad,Sri Raghavendra Tiffins - Chilakalaguda,150,4,100,South Indian  Chinese,Mylargadda Rd,48
36263,Old Mla Quarters,Hyderabad,Veggie Chinese,300,4,100,Chinese,Hari Vihar Colony,30
37343,Banjara Hills,Hyderabad,Just Parantha,200,4.2,1000,North Indian,Road No 12 Banjarahills,48
38662,Koti,Hyderabad,Shree Santosh Family Dhaba,200,3.8,1000,"North Indian,Chinese,Tandoor,Biryani,Beverages,Indian",Jn Road,31
39080,Somajiguda,Hyderabad,Punjabi Paratha House,200,4,500,Punjabi  North Indian,Somajiguda,47
40314,Abids,Hyderabad,Mini Punjab,400,3.7,500,"South Indian,North Indian,Chinese,Punjabi",Boggulkunta,35
40376,Koti,Hyderabad,Santosh Dhaba Jashan,300,4.1,500,"North Indian,Chinese,Italian",Chirag Ali Lane,30
40476,Rajamohallah,Hyderabad,Marathi Katta,150,4.2,500,Maharashtrian,Koti,27
41002,Ameerpet,Hyderabad,Sri Raghavendra Vegetarian Restaurant,150,4.1,500,South Indian  North Indian  Andhra,Srinivas Colony,59
